Table 5. CRISPR Scores from Ba/F3 cells								
Gene	sgRNAs included	-IL-3 CS	+IL-3 CS	Differential CS	-IL-3 CS	+IL-3 CS	Differential CS	Average Differential CS
Fbn2	9	0,26	0,193	0,067	-0,096	0,184	-0,28	-0,1065
Stk36	10	-0,516	-0,085	-0,431	-0,255	-0,473	0,218	-0,1065
6030419C18Rik	10	0,259	0,341	-0,082	0,107	0,238	-0,131	-0,1065
Pxdn	10	0,007	-0,028	0,035	-0,039	0,209	-0,248	-0,1065
Nxph4	10	0,335	0,305	0,03	0,207	0,45	-0,243	-0,1065
Bmf	9	0,043	0,232	-0,189	-0,19	-0,166	-0,024	-0,1065
Mcu	9	0,099	0,436	-0,337	0,449	0,325	0,124	-0,1065
Arl2bp	10	0,137	0,178	-0,041	0,039	0,211	-0,172	-0,1065
Smdt1	10	0,117	0,205	-0,088	0,029	0,154	-0,125	-0,1065
Trim32	10	0,256	0,503	-0,247	0,41	0,375	0,035	-0,106
Tmem69	10	0,44	0,396	0,044	-0,099	0,157	-0,256	-0,106
Tmem9	10	0,085	-0,108	0,193	-0,452	-0,047	-0,405	-0,106
Anxa1	9	0,076	0,234	-0,158	0,035	0,089	-0,054	-0,106
Psap	10	-0,136	-0,067	-0,069	0,022	0,165	-0,143	-0,106
Abhd3	10	-0,028	-0,293	0,265	-0,35	0,127	-0,477	-0,106
Fam216a	9	0,248	0,32	-0,072	-0,008	0,132	-0,14	-0,106
Trim35	9	-0,029	0,09	-0,119	0,212	0,305	-0,093	-0,106
Adcy1	9	-0,242	-0,172	-0,07	-0,181	-0,039	-0,142	-0,106
As3mt	9	-0,143	-0,088	-0,055	-0,113	0,044	-0,157	-0,106
Tktl2	10	-0,61	-0,402	-0,208	-0,46	-0,456	-0,004	-0,106
Zfp932	9	-1,183	-1,67	0,487	-2,513	-1,814	-0,699	-0,106
Tnp1	8	0,451	0,334	0,117	0,082	0,411	-0,329	-0,106
Sp1	10	-2,292	-1,85	-0,442	-2,634	-2,864	0,23	-0,106
Brox	10	0,359	0,555	-0,196	0,3	0,315	-0,015	-0,1055
Cd74	9	0,106	0,001	0,105	-0,139	0,177	-0,316	-0,1055
Hoxb6	9	0,033	0,114	-0,081	0,251	0,381	-0,13	-0,1055
Cry1	9	-0,061	0,061	-0,122	0,044	0,133	-0,089	-0,1055
March1	8	0,03	0,321	-0,291	0,337	0,257	0,08	-0,1055
Mlycd	9	-0,313	-0,227	-0,086	-0,398	-0,273	-0,125	-0,1055
Dync2li1	7	-0,297	-0,13	-0,167	-0,249	-0,205	-0,044	-0,1055
Acadvl	7	0,118	0,197	-0,079	0,213	0,345	-0,132	-0,1055
Sst	10	0,516	0,422	0,094	0,01	0,315	-0,305	-0,1055
Pard6g	9	-0,413	-0,65	0,237	-0,139	0,309	-0,448	-0,1055
Cst6	9	-0,028	-0,095	0,067	-0,416	-0,138	-0,278	-0,1055
Cep57l1	9	-0,069	0,045	-0,114	-0,286	-0,189	-0,097	-0,1055
Zfp653	9	0,278	0,053	0,225	-0,356	0,08	-0,436	-0,1055
Adrb3	10	-0,872	-0,575	-0,297	-0,621	-0,708	0,087	-0,105
Eif2ak1	10	0,359	0,019	0,34	-0,389	0,161	-0,55	-0,105
R3hdm1	9	-0,139	-0,225	0,086	-0,536	-0,24	-0,296	-0,105
Recql	9	-0,333	-0,149	-0,184	-0,196	-0,17	-0,026	-0,105
Dhrs4	10	-0,06	0,004	-0,064	-0,224	-0,078	-0,146	-0,105
Sec14l3	9	-0,135	-0,339	0,204	-0,56	-0,146	-0,414	-0,105
Col19a1	9	0,026	0,011	0,015	-0,069	0,156	-0,225	-0,105
Myocd	8	-0,533	-0,587	0,054	-0,724	-0,46	-0,264	-0,105
9430038I01Rik	10	-0,154	0,021	-0,175	-0,456	-0,421	-0,035	-0,105
Ereg	10	0,196	0,307	-0,111	0,154	0,253	-0,099	-0,105
Cela1	9	0,012	-0,167	0,179	-0,532	-0,143	-0,389	-0,105
Entpd6	9	0,34	0,223	0,117	-0,158	0,169	-0,327	-0,105
Pla2g6	10	-0,488	-0,322	-0,166	-0,262	-0,218	-0,044	-0,105
Dcaf11	10	0,073	0,104	-0,031	-0,003	0,176	-0,179	-0,105
Tmie	10	0,08	0,239	-0,159	0,023	0,074	-0,051	-0,105
Gm13871	10	-0,968	-0,887	-0,081	-1,502	-1,373	-0,129	-0,105
Icam5	10	-0,012	-0,098	0,086	-0,119	0,177	-0,296	-0,105
1700026L06Rik	10	-0,1	-0,048	-0,052	-0,241	-0,083	-0,158	-0,105
Ifna1	10	-1,636	-1,557	-0,079	-1,289	-1,158	-0,131	-0,105
Psmb10	9	0,127	-0,131	0,258	-0,245	0,223	-0,468	-0,105
Gm11758	10	-0,968	-0,887	-0,081	-1,502	-1,373	-0,129	-0,105
Gm11757	10	-0,968	-0,887	-0,081	-1,502	-1,373	-0,129	-0,105
1700008A04Rik	10	0,339	0,374	-0,035	0,032	0,207	-0,175	-0,105
Mx2	10	-0,458	-0,406	-0,052	-0,714	-0,556	-0,158	-0,105
Ankrd36	9	-0,542	-0,818	0,276	-1,05	-0,565	-0,485	-0,1045
Myh11	9	-1,574	-2,009	0,435	-2,262	-1,618	-0,644	-0,1045
Kbtbd4	10	-0,275	-0,262	-0,013	-0,546	-0,35	-0,196	-0,1045
S100a8	10	0,301	0,538	-0,237	0,421	0,393	0,028	-0,1045
Slc35f4	10	0,027	-0,005	0,032	-0,263	-0,022	-0,241	-0,1045
4931409K22Rik	9	-0,467	-0,248	-0,219	-0,454	-0,464	0,01	-0,1045
Nme9	9	0,355	0,588	-0,233	0,017	-0,007	0,024	-0,1045
Rhox3f	9	-0,275	-0,171	-0,104	-0,419	-0,314	-0,105	-0,1045
Serpinb8	10	-0,109	0,133	-0,242	-0,218	-0,251	0,033	-0,1045
Gal3st2	9	-0,018	0,13	-0,148	0,044	0,105	-0,061	-0,1045
Pcdhb15	10	0,032	-0,12	0,152	-0,365	-0,004	-0,361	-0,1045
Tmem190	10	-0,006	0,188	-0,194	-0,241	-0,226	-0,015	-0,1045
Popdc3	9	0,269	0,407	-0,138	0,181	0,252	-0,071	-0,1045
Abo	9	0,1	0,407	-0,307	0,311	0,213	0,098	-0,1045
B4galnt3	9	0,228	0,178	0,05	0,326	0,585	-0,259	-0,1045
Rpl18	10	-6,074	-5,727	-0,347	-6,401	-6,539	0,138	-0,1045
Emc6	7	-3,256	-3,286	0,03	-3,154	-2,915	-0,239	-0,1045
Rars	8	-2,926	-3,105	0,179	-3,58	-3,193	-0,387	-0,104
Klf12	9	0,176	0,112	0,064	-0,018	0,254	-0,272	-0,104
Avp	8	-0,251	-0,156	-0,095	-0,2	-0,087	-0,113	-0,104
Prkar2a	8	0,016	0,06	-0,044	-0,335	-0,171	-0,164	-0,104
Spint2	9	0,046	0,239	-0,193	-0,027	-0,012	-0,015	-0,104
Dynlt3	9	0,208	0,185	0,023	0,195	0,426	-0,231	-0,104
Ppargc1a	10	-0,098	0,242	-0,34	-0,219	-0,351	0,132	-0,104
Sh3d21	9	0,248	0,154	0,094	-0,23	0,072	-0,302	-0,104
Cldn24	10	0,192	0,119	0,073	-0,299	-0,018	-0,281	-0,104
Ctsq	9	0,501	0,622	-0,121	0,516	0,603	-0,087	-0,104
Slx	4	-1,091	-1,013	-0,078	-1,509	-1,379	-0,13	-0,104
Skint5	10	0,27	0,361	-0,091	0,258	0,375	-0,117	-0,104
Dgke	10	-0,316	-0,557	0,241	-0,819	-0,37	-0,449	-0,104
Tas2r124	9	0,33	0,506	-0,176	0,436	0,467	-0,031	-0,1035
Mageb16	10	0,393	0,32	0,073	0,141	0,421	-0,28	-0,1035
Ntpcr	10	-0,007	0,264	-0,271	0,219	0,155	0,064	-0,1035
Nkain4	10	0,077	-0,046	0,123	-0,056	0,274	-0,33	-0,1035
Hoxb3	10	-0,041	-0,207	0,166	-0,443	-0,07	-0,373	-0,1035
Rps6kb2	9	-0,036	-0,278	0,242	-0,374	0,075	-0,449	-0,1035
3110035E14Rik	9	0,093	0,067	0,026	-0,02	0,213	-0,233	-0,1035
Ap1ar	9	0,24	0,147	0,093	-0,154	0,146	-0,3	-0,1035
Mtap7d3	10	0,508	0,587	-0,079	0,347	0,475	-0,128	-0,1035
Ttc24	8	0,21	-0,243	0,453	-0,575	0,085	-0,66	-0,1035
Pmm1	10	-0,115	-0,143	0,028	-0,337	-0,103	-0,234	-0,103
Sh2d1b1	10	0,178	0,222	-0,044	0,365	0,527	-0,162	-0,103
Srms	9	-0,391	-0,424	0,033	-0,836	-0,597	-0,239	-0,103
Trdmt1	10	0,502	0,436	0,066	0,25	0,522	-0,272	-0,103
Tmem8b	10	-0,541	-0,414	-0,127	-0,61	-0,531	-0,079	-0,103
Sh3bgr	7	0,307	0,378	-0,071	0,253	0,388	-0,135	-0,103
Slc28a3	9	0,114	0,386	-0,272	0,448	0,382	0,066	-0,103
Defb3	10	0,154	0,332	-0,178	0,036	0,064	-0,028	-0,103
Armc3	9	-0,042	-0,094	0,052	-0,188	0,07	-0,258	-0,103
Mtfr2	10	0,165	0,193	-0,028	0,087	0,265	-0,178	-0,103
Csnka2ip	8	0,293	0,453	-0,16	0,333	0,379	-0,046	-0,103
Neurod6	7	0,069	0,234	-0,165	0,2	0,241	-0,041	-0,103
Fhit	10	-0,194	0,022	-0,216	-0,437	-0,447	0,01	-0,103
Nhlrc1	10	-0,01	0,112	-0,122	0,024	0,108	-0,084	-0,103
Rbm45	10	0,206	0,419	-0,213	0,044	0,037	0,007	-0,103
Oprd1	9	0,016	0,117	-0,101	-0,409	-0,304	-0,105	-0,103
Tchp	9	-0,576	-0,677	0,101	-1,044	-0,737	-0,307	-0,103
Kcnk7	9	-0,349	-0,132	-0,217	0,132	0,121	0,011	-0,103
Slc22a19	10	-0,467	-0,713	0,246	-1,054	-0,603	-0,451	-0,1025
Sh3bp1	9	-0,543	-0,725	0,182	-1,365	-0,978	-0,387	-0,1025
Gm2696	9	-1,334	-0,905	-0,429	-1,659	-1,883	0,224	-0,1025
Slc6a20b	10	-0,672	-0,524	-0,148	-0,878	-0,821	-0,057	-0,1025
Gria4	9	0,149	0,34	-0,191	0,07	0,084	-0,014	-0,1025
Abca6	10	-0,276	-0,27	-0,006	-0,379	-0,18	-0,199	-0,1025
Ocrl	8	0,282	0,19	0,092	0,189	0,486	-0,297	-0,1025
Wdr41	10	0,05	0,241	-0,191	0,124	0,138	-0,014	-0,1025
Rmnd5b	9	0,006	0,333	-0,327	0,042	-0,08	0,122	-0,1025
Siah3	10	0,326	0,262	0,064	-0,111	0,158	-0,269	-0,1025
Spesp1	9	0,14	0,064	0,076	-0,192	0,089	-0,281	-0,1025
Vangl1	10	0,175	0,375	-0,2	0,292	0,297	-0,005	-0,1025
Cxcl17	8	0,166	0,1	0,066	-0,122	0,149	-0,271	-0,1025
Slfn3	10	0,142	0,331	-0,189	0,135	0,151	-0,016	-0,1025
Map3k6	8	-0,039	0,149	-0,188	0,069	0,086	-0,017	-0,1025
Zdhhc23	7	0,026	0,387	-0,361	-0,062	-0,218	0,156	-0,1025
1700017D01Rik	10	0,197	0,288	-0,091	-0,161	-0,047	-0,114	-0,1025
Sez6l	10	-0,26	-0,25	-0,01	-0,698	-0,503	-0,195	-0,1025
Sec61b	9	-1,985	-1,995	0,01	-2,48	-2,265	-0,215	-0,1025
Rpf2	10	-5,726	-5,739	0,013	-5,628	-5,411	-0,217	-0,102
Pramef6	10	0,102	-0,115	0,217	-0,324	0,097	-0,421	-0,102
Fbxl13	10	0,144	0,134	0,01	0,043	0,257	-0,214	-0,102
Lyzl6	10	0,219	0,368	-0,149	-0,157	-0,102	-0,055	-0,102
Trappc3l	10	0,238	0,37	-0,132	0,238	0,31	-0,072	-0,102
B4galnt4	9	-0,231	-0,007	-0,224	0,02	0	0,02	-0,102
Mettl24	10	-0,067	-0,044	-0,023	0,123	0,304	-0,181	-0,102
Hrh2	9	-0,133	0,146	-0,279	0,014	-0,061	0,075	-0,102
Nlk	10	0,02	0,074	-0,054	-0,116	0,034	-0,15	-0,102
Tmem144	10	0,311	0,369	-0,058	0,108	0,254	-0,146	-0,102
Pros1	9	0,341	0,342	-0,001	0,034	0,237	-0,203	-0,102
Ankk1	10	0,007	0,102	-0,095	0,11	0,219	-0,109	-0,102
Cuzd1	9	0,154	0,137	0,017	-0,118	0,103	-0,221	-0,102
Cobl	9	-0,172	0,052	-0,224	-0,127	-0,147	0,02	-0,102
Pdgfrb	9	0,055	0,158	-0,103	-0,3	-0,199	-0,101	-0,102
Cntnap3	10	0,017	0,378	-0,361	0,167	0,01	0,157	-0,102
Herc1	9	0,33	-0,057	0,387	-0,413	0,178	-0,591	-0,102
Cntnap5c	10	0,232	0,157	0,075	0,018	0,297	-0,279	-0,102
Rcc1	10	-3,645	-3,469	-0,176	-4,603	-4,576	-0,027	-0,1015
Ctps	10	-5,261	-5,375	0,114	-5,998	-5,681	-0,317	-0,1015
Gm382	9	0,567	0,535	0,032	0,016	0,251	-0,235	-0,1015
Gm12887	9	-0,478	-0,621	0,143	-1,213	-0,867	-0,346	-0,1015
Rnf165	10	-0,077	0,077	-0,154	-0,137	-0,088	-0,049	-0,1015
Dcaf12l1	7	0,474	0,283	0,191	-0,01	0,384	-0,394	-0,1015
Ccr1	10	0,246	0,185	0,061	-0,117	0,147	-0,264	-0,1015
Pde2a	10	-0,044	-0,088	0,044	-0,131	0,116	-0,247	-0,1015
Ethe1	10	0,029	0,048	-0,019	0,096	0,28	-0,184	-0,1015
Gnat1	10	-0,057	0,249	-0,306	0,014	-0,089	0,103	-0,1015
Tpd52l2	10	-0,07	-0,037	-0,033	-0,131	0,039	-0,17	-0,1015
Ccdc141	9	0,177	0,212	-0,035	0,129	0,297	-0,168	-0,1015
Igfbp1	10	-0,227	-0,48	0,253	-0,586	-0,13	-0,456	-0,1015
2810006K23Rik	9	-0,12	-0,239	0,119	-0,706	-0,384	-0,322	-0,1015
Nkx6-1	9	0,218	0,02	0,198	-0,483	-0,082	-0,401	-0,1015
Nktr	7	-1,124	-1,609	0,485	-1,966	-1,279	-0,687	-0,101
Tlr13	10	0,301	0,323	-0,022	0,205	0,385	-0,18	-0,101
Gm6614	8	0,174	0,28	-0,106	0,146	0,242	-0,096	-0,101
Npbwr1	10	0,059	-0,006	0,065	-0,221	0,046	-0,267	-0,101
Zbtb45	8	-0,524	-0,004	-0,52	0,155	-0,163	0,318	-0,101
Rab27a	9	-0,11	-0,334	0,224	-0,267	0,159	-0,426	-0,101
Ppap2c	9	0,037	0,052	-0,015	0,077	0,264	-0,187	-0,101
Nes	10	-0,179	-0,197	0,018	-0,466	-0,246	-0,22	-0,101
Cyp2c66	9	0,261	0,194	0,067	-0,203	0,066	-0,269	-0,101
Ttc21b	10	0,298	0,595	-0,297	0,427	0,332	0,095	-0,101
Dyrk4	10	-0,254	-0,415	0,161	-0,443	-0,08	-0,363	-0,101
Grifin	10	0,025	-0,012	0,037	-0,082	0,157	-0,239	-0,101
Cacfd1	9	0,02	-0,123	0,143	-0,086	0,259	-0,345	-0,101
Spon1	10	-0,191	-0,128	-0,063	-0,3	-0,161	-0,139	-0,101
Tmem150c	10	0,397	0,234	0,163	0,12	0,485	-0,365	-0,101
Rrh	10	0,189	0,192	-0,003	0,389	0,588	-0,199	-0,101
Pop4	8	-2,521	-2,48	-0,041	-2,803	-2,642	-0,161	-0,101
Zdhhc18	7	-1,213	-0,865	-0,348	-1,17	-1,316	0,146	-0,101
Cct7	9	-6,321	-6,55	0,229	-5,975	-5,544	-0,431	-0,101
Akr1e1	9	-0,624	-0,665	0,041	-0,786	-0,543	-0,243	-0,101
Lrrc45	8	-0,142	-0,115	-0,027	-0,609	-0,434	-0,175	-0,101
Senp5	10	-0,122	-0,337	0,215	-0,697	-0,28	-0,417	-0,101
Serpinb3c	10	0,305	0,168	0,137	0,222	0,56	-0,338	-0,1005
Cd163	9	-1,227	-0,865	-0,362	-0,643	-0,804	0,161	-0,1005
Taar6	9	0,262	0,543	-0,281	0,399	0,319	0,08	-0,1005
4921501E09Rik	10	0,383	0,325	0,058	0,133	0,392	-0,259	-0,1005
Ubqln4	9	-0,058	-0,367	0,309	-0,35	0,16	-0,51	-0,1005
2310057N15Rik	9	-0,072	-0,022	-0,05	-0,2	-0,049	-0,151	-0,1005
Slc25a2	10	0,176	0,242	-0,066	0,198	0,333	-0,135	-0,1005
Chd1	9	0,322	0,348	-0,026	0,36	0,535	-0,175	-0,1005
Ubd	10	0,38	0,507	-0,127	0,125	0,199	-0,074	-0,1005
Fam180a	10	0,134	0,362	-0,228	0,072	0,045	0,027	-0,1005
Rmdn1	10	0,34	0,219	0,121	0,264	0,586	-0,322	-0,1005
Glud1	9	0,321	0,385	-0,064	0,423	0,559	-0,136	-0,1
Chfr	9	0,312	0,342	-0,03	-0,026	0,144	-0,17	-0,1
Vegfc	9	0,154	0,202	-0,048	0,032	0,184	-0,152	-0,1
Kif12	9	-0,295	0,029	-0,324	-0,481	-0,605	0,124	-0,1
Cds1	10	-0,059	-0,019	-0,04	-0,653	-0,493	-0,16	-0,1
Lrrc23	10	0,163	0,267	-0,104	-0,044	0,052	-0,096	-0,1
Wdr90	9	-0,309	0,003	-0,312	0,075	-0,037	0,112	-0,1
2610020H08Rik	10	0,029	-0,007	0,036	-0,332	-0,096	-0,236	-0,1
Fam83h	10	0,006	0,184	-0,178	0,204	0,226	-0,022	-0,1
Atoh1	10	-0,223	-0,188	-0,035	-0,626	-0,461	-0,165	-0,1
Dsg1a	10	0,16	0,182	-0,022	0,063	0,241	-0,178	-0,1
Fam110c	9	-0,273	-0,036	-0,237	0,275	0,238	0,037	-0,1
Snx31	10	0,105	-0,159	0,264	-0,635	-0,171	-0,464	-0,1
Prl8a8	9	0,395	0,426	-0,031	0,243	0,412	-0,169	-0,1
Pcdh19	9	0,484	0,475	0,009	0,076	0,285	-0,209	-0,1
Ptprt	9	-0,211	-0,298	0,087	-0,566	-0,279	-0,287	-0,1
Mocos	9	-0,547	-0,258	-0,289	-0,333	-0,423	0,09	-0,0995
Zbtb7c	6	-1,324	-1,225	-0,099	-1,497	-1,397	-0,1	-0,0995
Ghrl	9	0,092	0,396	-0,304	0,266	0,161	0,105	-0,0995
Ctnnd1	9	0,078	0,493	-0,415	0,602	0,386	0,216	-0,0995
Rgcc	10	-0,226	0,076	-0,302	-0,112	-0,215	0,103	-0,0995
Tdrd1	10	0,06	0,114	-0,054	-0,335	-0,19	-0,145	-0,0995
Ginm1	10	-0,106	-0,07	-0,036	0,067	0,23	-0,163	-0,0995
Ifitm6	10	-0,005	0,229	-0,234	0,027	-0,008	0,035	-0,0995
Pip	10	0,6	0,526	0,074	0,467	0,74	-0,273	-0,0995
Mcpt4	9	0,046	0,182	-0,136	-0,204	-0,141	-0,063	-0,0995
Lrfn2	10	-0,035	-0,01	-0,025	0,262	0,436	-0,174	-0,0995
Rnf141	9	-0,042	-0,02	-0,022	-0,345	-0,168	-0,177	-0,0995
Pgam5	9	0,339	0,035	0,304	-0,556	-0,053	-0,503	-0,0995
Hspa8	9	-5,271	-5,348	0,077	-6,103	-5,827	-0,276	-0,0995
Gm8787	8	0,611	0,457	0,154	-0,081	0,271	-0,352	-0,099
Trmt13	10	0,031	-0,022	0,053	-0,28	-0,029	-0,251	-0,099
Krtap31-2	10	-0,401	-0,306	-0,095	-0,943	-0,84	-0,103	-0,099
Mst1	9	-0,048	0,069	-0,117	-0,115	-0,034	-0,081	-0,099
Prok1	9	0,245	0,174	0,071	0,108	0,377	-0,269	-0,099
Obsl1	9	-0,482	-0,488	0,006	-0,547	-0,343	-0,204	-0,099
Sfxn2	10	0,078	0,06	0,018	-0,041	0,175	-0,216	-0,099
Cntnap1	9	0,165	0,08	0,085	-0,203	0,08	-0,283	-0,099
Ccdc27	9	0,345	0,207	0,138	-0,131	0,205	-0,336	-0,099
Ctsb	10	0,138	0,195	-0,057	0,101	0,242	-0,141	-0,099
Cyp3a16	8	-0,854	-0,754	-0,1	-0,331	-0,233	-0,098	-0,099
Cst8	9	0,532	0,466	0,066	0,337	0,601	-0,264	-0,099
Syngap1	9	-1,436	-1,07	-0,366	-0,748	-0,916	0,168	-0,099
Sass6	10	-2,221	-2,716	0,495	-4,089	-3,397	-0,692	-0,0985
Matr3	9	-1,083	-0,828	-0,255	-1,08	-1,138	0,058	-0,0985
Clrn3	8	0,359	0,389	-0,03	0,105	0,272	-0,167	-0,0985
Ctrb1	9	0,239	0,266	-0,027	0,062	0,232	-0,17	-0,0985
Flywch1	9	-0,332	-0,213	-0,119	-0,233	-0,155	-0,078	-0,0985
Jam2	10	-0,043	0,125	-0,168	-0,312	-0,283	-0,029	-0,0985
Ms4a6b	10	0,119	0,164	-0,045	-0,005	0,147	-0,152	-0,0985
Acyp1	10	0,025	0,021	0,004	-0,041	0,16	-0,201	-0,0985
Spata17	9	0,439	0,249	0,19	0,136	0,523	-0,387	-0,0985
Rbpms2	9	0,015	0,196	-0,181	-0,137	-0,121	-0,016	-0,0985
Sytl2	10	0,16	-0,074	0,234	-0,083	0,348	-0,431	-0,0985
1110065P20Rik	10	-0,062	-0,046	-0,016	0,291	0,472	-0,181	-0,0985
Asgr2	10	-0,197	-0,16	-0,037	-0,435	-0,275	-0,16	-0,0985
Fam101a	10	0,025	0,132	-0,107	-0,364	-0,274	-0,09	-0,0985
Gcnt2	10	0,072	0,305	-0,233	0,228	0,192	0,036	-0,0985
0610040J01Rik	10	0,38	0,109	0,271	-0,103	0,365	-0,468	-0,0985
Sema7a	7	0,38	0,184	0,196	-0,044	0,349	-0,393	-0,0985
Col4a4	9	-0,319	0,056	-0,375	-0,368	-0,546	0,178	-0,0985
Clic1	9	-0,138	-0,092	-0,046	-0,331	-0,181	-0,15	-0,098
Tmbim4	10	-0,168	0,06	-0,228	-0,267	-0,299	0,032	-0,098
Rrm2b	9	-0,332	-0,12	-0,212	-0,169	-0,185	0,016	-0,098
Fyn	10	-0,206	-0,184	-0,022	-0,786	-0,612	-0,174	-0,098
Nrip3	9	0,217	0,46	-0,243	0,407	0,36	0,047	-0,098
Kcnk2	10	0,426	0,417	0,009	0,133	0,338	-0,205	-0,098
Zfp511	9	0,007	0,006	0,001	-0,376	-0,179	-0,197	-0,098
Sox10	7	0,162	0,087	0,075	-0,477	-0,206	-0,271	-0,098
Thap2	10	0,261	0,337	-0,076	0,33	0,45	-0,12	-0,098
Htr6	9	-0,603	-0,219	-0,384	-0,072	-0,26	0,188	-0,098
Calcr	10	0,316	0,262	0,054	0,059	0,309	-0,25	-0,098
Fbxw14	10	0,017	-0,41	0,427	-0,979	-0,356	-0,623	-0,098
Zfp541	9	-0,429	-0,048	-0,381	-0,28	-0,465	0,185	-0,098
Als2cr11	6	-0,146	0,165	-0,311	0,321	0,206	0,115	-0,098
AU022252	9	-0,347	-0,185	-0,162	-0,087	-0,053	-0,034	-0,098
Armcx1	9	-0,178	-0,164	-0,014	-0,302	-0,12	-0,182	-0,098
Tmem52b	10	-0,371	-0,035	-0,336	0,137	-0,003	0,14	-0,098
Kcnk9	10	0,386	0,282	0,104	-0,184	0,116	-0,3	-0,098
Pmfbp1	9	-0,3	-0,201	-0,099	-0,663	-0,567	-0,096	-0,0975
B2m	10	0,218	0,272	-0,054	-0,075	0,066	-0,141	-0,0975
Azi2	10	0,04	0,334	-0,294	-0,027	-0,126	0,099	-0,0975
Crtc3	10	-0,127	-0,15	0,023	-0,644	-0,426	-0,218	-0,0975
Trim43a	10	-0,338	-0,189	-0,149	-0,257	-0,211	-0,046	-0,0975
Aldh16a1	10	-0,435	-0,692	0,257	-1,394	-0,942	-0,452	-0,0975
Taar4	10	-0,102	-0,098	-0,004	-0,247	-0,056	-0,191	-0,0975
Nos1	9	0,127	0,219	-0,092	-0,083	0,02	-0,103	-0,0975
Pcbp4	9	-0,326	0,087	-0,413	0,081	-0,137	0,218	-0,0975
Pkhd1l1	9	0,169	0,251	-0,082	-0,065	0,048	-0,113	-0,0975
Pxdc1	10	0,102	-0,08	0,182	-0,39	-0,013	-0,377	-0,0975
E030018B13Rik	10	-0,081	0,297	-0,378	-0,15	-0,333	0,183	-0,0975
Lhx3	9	-0,09	0,143	-0,233	0,016	-0,022	0,038	-0,0975
Bpi	9	-0,436	-0,018	-0,418	-0,144	-0,367	0,223	-0,0975
Cdc34	10	-0,089	-0,321	0,232	-0,359	0,068	-0,427	-0,0975
Gm12888	10	-0,211	-0,378	0,167	-0,761	-0,399	-0,362	-0,0975
Dock11	9	0,465	0,444	0,021	0,367	0,583	-0,216	-0,0975
Vsig10	7	-0,993	-0,793	-0,2	-0,544	-0,549	0,005	-0,0975
Ralyl	10	0,465	0,34	0,125	0,273	0,593	-0,32	-0,0975
AY761185	10	-0,736	-0,447	-0,289	-1,002	-1,096	0,094	-0,0975
Top2a	9	-3,882	-3,01	-0,872	-3,728	-4,406	0,678	-0,097
Ighmbp2	9	-1,36	-1,299	-0,061	-1,287	-1,154	-0,133	-0,097
Zfand5	9	-0,107	-0,207	0,1	-0,061	0,233	-0,294	-0,097
Uts2b	9	0,213	0,189	0,024	0,015	0,233	-0,218	-0,097
Il21r	9	0,364	0,4	-0,036	0,051	0,209	-0,158	-0,097
Tsacc	10	0,114	0,169	-0,055	-0,123	0,016	-0,139	-0,097
Il20ra	9	0,084	0,162	-0,078	0	0,116	-0,116	-0,097
Pitpnb	9	-0,119	0,065	-0,184	-0,329	-0,319	-0,01	-0,097
Kcnrg	10	0,315	0,426	-0,111	0,24	0,323	-0,083	-0,097
4921511H03Rik	10	0,257	0,36	-0,103	0,143	0,234	-0,091	-0,097
Prkaca	9	0,059	0,071	-0,012	-0,13	0,052	-0,182	-0,097
Phka1	9	0,353	0,41	-0,057	0,002	0,139	-0,137	-0,097
Ap4b1	10	0,21	0,129	0,081	0,019	0,294	-0,275	-0,097
Cyp2j5	9	-0,095	-0,254	0,159	-0,753	-0,4	-0,353	-0,097
Defb21	10	0,258	0,112	0,146	-0,054	0,286	-0,34	-0,097
Birc6	8	-1,655	-1,727	0,072	-2,347	-2,081	-0,266	-0,097
Map2	9	-0,628	-0,706	0,078	-0,946	-0,674	-0,272	-0,097
Gm5141	10	-0,485	-0,899	0,414	-1,204	-0,596	-0,608	-0,097
Aebp2	9	-0,09	-0,046	-0,044	0,085	0,235	-0,15	-0,097
Bcl9l	9	-1,936	-1,794	-0,142	-1,398	-1,346	-0,052	-0,097
Sult2a3	10	-0,787	-0,682	-0,105	-0,673	-0,585	-0,088	-0,0965
Mtfp1	7	-0,264	-0,294	0,03	-0,653	-0,43	-0,223	-0,0965
Ctse	10	-0,217	-0,192	-0,025	-0,524	-0,356	-0,168	-0,0965
Sirpb1b	10	-0,401	-0,231	-0,17	-0,396	-0,373	-0,023	-0,0965
Timm8a2	7	-0,187	-0,147	-0,04	-0,198	-0,045	-0,153	-0,0965
Ntng2	7	0,205	0,32	-0,115	0,068	0,146	-0,078	-0,0965
Ptprb	9	0,267	0,441	-0,174	0,238	0,257	-0,019	-0,0965
Dnaaf1	9	-0,447	-0,596	0,149	-0,616	-0,274	-0,342	-0,0965
Tmed6	10	-0,622	-0,311	-0,311	0,086	-0,032	0,118	-0,0965
Pla2g4f	9	0,191	0,122	0,069	-0,292	-0,03	-0,262	-0,0965
Nkain3	10	0,278	0,281	-0,003	0,307	0,497	-0,19	-0,0965
Flt4	10	0,053	0,308	-0,255	-0,032	-0,094	0,062	-0,0965
Prune2	9	-0,029	-0,117	0,088	-0,647	-0,366	-0,281	-0,0965
6030458C11Rik	9	-0,219	-0,4	0,181	-0,46	-0,086	-0,374	-0,0965
Gng7	10	0,079	0,108	-0,029	0,249	0,413	-0,164	-0,0965
