Gene_Pair	GeneA y Phenotype	GeneB y Phenotype	"GeneAB Observed y Phenotype"	GeneAB RawGI	GeneAB NormGI	GeneAB GIT score	GeneAB GIM score	"Correlation of GI profiles (GIT score)"	"Correlation of GI profiles (GIM score)"	q-values based on GIM score
CHD1__MAP3K3	-1,547	-1,218	-2,407	0,020	0,027	0,028	0,650	0,128	0,167	0,302314053
CA9__GHSR	-2,644	-0,283	-2,810	0,018	0,027	0,028	0,323	0,094	0,046	0,374156133
BRCA2__CAMK1D	-3,688	0,124	-3,915	0,020	0,029	0,029	0,706	0,107	0,132	0,289529083
HCRTR1__NDUFA4	-3,307	-5,357	-8,927	0,023	0,034	0,029	0,342	-0,182	-0,155	0,369887439
CDK2__PIK3R2	-4,432	-1,287	-5,556	0,048	0,037	0,029	0,356	0,052	0,030	0,367100855
GCK__PRKAB1	0,031	-0,227	-0,244	0,013	0,028	0,030	0,464	0,078	0,121	0,3426549
ATM__MST1R	-1,456	-0,732	-2,177	0,015	0,027	0,030	0,319	-0,004	-0,016	0,375056759
DCK__TSPO	-1,100	-1,526	-3,046	0,018	0,028	0,030	0,449	0,110	0,236	0,346325512
BRD2__SLC5A5	-2,558	-0,791	-3,204	0,012	0,028	0,030	0,316	0,024	0,004	0,375570099
ERBB2__MAP2K5	-1,344	-0,580	-1,940	0,016	0,029	0,030	0,539	0,034	0,067	0,32548448
CARM1__PLA2G2E	-3,923	-0,827	-4,693	0,020	0,030	0,030	0,354	0,096	0,055	0,367598116
CDC25B__RPS6KA2	-1,748	-0,478	-2,633	0,017	0,027	0,030	0,395	0,060	0,089	0,358447414
AOC3__XIAP	-1,567	-2,451	-3,696	0,018	0,029	0,030	0,333	0,045	0,082	0,371763073
GPX1__PDK2	-1,005	-1,118	-2,535	0,019	0,031	0,031	0,303	-0,002	0,021	0,377897966
FGFR4__KCNQ4	0,053	-1,655	-1,372	0,015	0,028	0,031	0,798	0,107	0,117	0,269147149
EGFR__PTPRJ	0,272	-1,014	-0,311	0,022	0,029	0,031	0,445	0,008	0,009	0,346984836
ADRBK1__CLK3	-0,953	-0,453	-1,516	0,018	0,032	0,031	0,601	0,128	0,175	0,312225966
BSG__FABP4	-4,293	0,022	-4,459	0,021	0,028	0,031	0,329	0,166	0,183	0,372380273
PFKFB4__RPS6KA2	-0,585	-0,478	-1,163	0,016	0,029	0,031	0,451	0,042	0,037	0,345688504
IGF1R__PRKCD	-4,583	0,177	-4,401	0,018	0,028	0,031	0,474	-0,014	-0,017	0,340043617
RPS6KA4__TOP1	-1,116	-10,290	-13,025	0,069	0,030	0,031	0,347	0,035	0,065	0,368797858
AXL__NPY4R	-0,979	-2,263	-3,120	0,019	0,029	0,031	0,724	-0,013	0,013	0,285692567
CYP26A1__PTPRE	-1,114	-0,635	-2,494	0,019	0,029	0,031	0,529	0,113	0,089	0,32767304
IL12A__TAOK2	-0,186	-0,348	-0,630	0,014	0,029	0,031	0,655	0,157	0,099	0,301020904
NAMPT__RPS6KA4	-16,018	-1,116	-16,781	0,050	0,029	0,031	0,495	-0,017	-0,029	0,335062926
ALK__PRKAR1A	-0,898	-0,754	-1,677	0,012	0,028	0,032	0,521	0,207	0,155	0,329023029
EHMT2__NTRK1	-0,955	-0,861	-2,510	0,013	0,030	0,032	0,306	0,070	0,037	0,37752965
CAMK1G__MAP2K7	-0,701	-0,638	-0,869	0,016	0,028	0,032	0,883	0,156	0,159	0,250228317
PRODH__SLC16A5	-2,250	-1,334	-3,231	0,019	0,028	0,032	0,332	0,012	0,064	0,372146403
DAPK3__PDK2	-0,316	-1,118	-1,668	0,018	0,031	0,032	0,593	0,008	0,013	0,313394978
GHSR__NPR2	-0,283	-2,336	-2,911	0,015	0,027	0,032	0,362	-0,012	-0,037	0,365886539
BCL2L2__PPP1CC	-1,926	-1,344	-3,725	0,019	0,029	0,032	0,376	0,114	0,108	0,363003284
GRIK5__NR5A1	-0,078	-0,415	-0,539	0,013	0,029	0,032	0,442	0,079	0,081	0,347811887
CNTFR__MC1R	-2,203	-1,588	-4,100	0,017	0,030	0,033	0,523	0,170	0,224	0,328824686
PLA2G2E__SRC	-0,827	0,012	-1,064	0,019	0,029	0,033	0,439	0,082	0,105	0,348732395
MAP3K5__PIK3CA	-0,220	-2,547	-3,175	0,018	0,030	0,033	0,386	-0,038	-0,002	0,36055788
CAMK1G__TXN	-0,701	-9,806	-10,510	0,026	0,031	0,033	0,332	0,071	-0,014	0,372026469
MAP3K8__RPS6KA4	-0,015	-1,116	-0,893	0,015	0,030	0,033	0,704	0,041	0,040	0,289916238
MCL1__RET	-2,489	0,245	-2,155	0,016	0,030	0,033	0,341	-0,018	0,001	0,36982411
FGFR3__PLA2G2E	-0,912	-0,827	-2,092	0,016	0,029	0,033	0,353	0,119	0,163	0,367623282
CAMK2G__TXN	-1,296	-9,806	-11,082	0,043	0,031	0,034	0,584	0,088	0,092	0,315306164
FGFR2__FGFR3	-0,533	-0,912	-1,677	0,015	0,028	0,034	0,338	0,118	0,138	0,370695044
BRCA2__DDR2	-3,688	-0,085	-3,930	0,018	0,029	0,034	0,329	0,100	0,109	0,372724766
AOC3__MC1R	-1,567	-1,588	-3,406	0,015	0,028	0,034	0,322	0,064	0,079	0,37436609
BRD2__CDC25A	-2,558	-3,276	-6,099	0,022	0,031	0,034	0,314	0,064	0,102	0,375904951
MAPK8IP1__PTGIR	-0,095	0,065	0,184	0,016	0,030	0,034	0,334	0,046	0,095	0,371503229
CDK8__PTPRJ	-1,445	-1,014	-2,686	0,020	0,030	0,034	0,317	0,046	0,049	0,375562393
DCXR__PTGIR	-1,067	0,065	-1,003	0,016	0,028	0,035	0,427	0,079	0,104	0,351108631
ALK__DNMT1	-0,898	-3,434	-4,899	0,030	0,032	0,035	0,696	0,041	0,084	0,291623633
PTGER1__SKP2	-0,443	-3,289	-3,790	0,019	0,029	0,035	0,405	-0,040	0,004	0,356175797
CASK__ITGB7	-0,481	-1,477	-1,555	0,022	0,030	0,035	0,500	-0,011	-0,060	0,333852208
PKLR__PLA2G4C	-1,080	-0,026	-1,446	0,015	0,028	0,035	0,709	-0,040	-0,069	0,288765447
AGPAT1__IL12A	-2,019	-0,186	-1,914	0,016	0,031	0,035	0,353	-0,130	-0,058	0,367543154
CAMK1D__PRKCZ	0,124	-1,211	-1,156	0,019	0,032	0,035	0,378	0,067	0,088	0,362727837
PTPRZ1__SKP2	-0,127	-3,289	-3,342	0,013	0,032	0,035	0,322	0,123	0,131	0,374419223
ACVRL1__RELA	-0,850	-0,822	-1,370	0,022	0,028	0,035	0,447	0,165	0,172	0,34673441
MCL1__PIM2	-2,489	-2,275	-4,932	0,019	0,032	0,035	0,573	0,063	0,043	0,318083108
DMPK__PTPRE	-1,362	-0,635	-2,247	0,015	0,029	0,036	0,437	0,267	0,255	0,349339171
CKM__EPHB2	-1,322	-0,976	-2,321	0,014	0,028	0,036	0,364	0,166	0,182	0,365622076
CARM1__ITGB7	-3,923	-1,477	-5,622	0,027	0,031	0,036	0,382	0,146	0,159	0,361710887
MAP3K10__NPY4R	-1,090	-2,263	-3,202	0,018	0,031	0,036	0,395	0,099	0,045	0,358432706
MMP25__PLOD1	-0,437	-1,793	-2,308	0,014	0,029	0,036	0,446	0,114	0,202	0,346866876
MC1R__PIK3C2B	-1,588	-0,665	-2,659	0,020	0,032	0,037	0,635	0,085	0,052	0,305485662
DAPK3__PIK3CA	-0,316	-2,547	-2,825	0,015	0,032	0,037	0,398	-0,027	-0,004	0,357100877
CAMK2A__UMPS	-0,737	-12,605	-12,515	0,045	0,030	0,037	0,509	-0,041	-0,009	0,33202804
ALPL__LARS2	-0,749	-5,628	-5,959	0,022	0,030	0,037	0,360	0,056	0,090	0,366237333
ILK__P2RY6	-0,704	-0,760	-1,656	0,015	0,028	0,037	0,330	0,158	0,146	0,372331892
NTRK1__PRSS8	-0,861	-0,778	-1,531	0,016	0,029	0,037	0,388	0,190	0,141	0,36051184
HCK__PDK2	-0,685	-1,118	-1,967	0,017	0,033	0,037	0,343	0,122	0,199	0,369555251
CARM1__RELA	-3,923	-0,822	-4,727	0,016	0,029	0,037	0,493	0,185	0,176	0,335449421
FABP4__PTGER1	0,022	-0,443	-0,403	0,014	0,030	0,037	0,815	0,102	0,099	0,265375068
CD22__XPO1	-0,503	-11,396	-11,540	0,138	0,035	0,037	0,412	0,024	0,021	0,354826972
ACVR1__PIK3R2	-0,009	-1,287	-1,499	0,016	0,031	0,037	0,421	0,081	0,072	0,352496829
CKM__KCNQ4	-1,322	-1,655	-3,111	0,018	0,029	0,038	0,541	0,288	0,261	0,324903128
FABP4__MASP2	0,022	-0,472	-1,107	0,018	0,030	0,038	0,338	-0,053	-0,016	0,370535491
CDK2__MMP14	-4,432	-0,159	-4,427	0,023	0,035	0,038	0,324	-0,087	-0,051	0,373570515
AMHR2__PFKFB4	-1,067	-0,585	-1,925	0,016	0,030	0,038	0,469	0,108	0,121	0,341137722
CIT__ITGB7	-4,565	-1,477	-6,370	0,027	0,030	0,038	0,594	0,075	0,097	0,313145592
BRD2__ITGB7	-2,558	-1,477	-4,557	0,019	0,029	0,038	0,495	0,133	0,232	0,33502079
ATR__SSTR5	-10,398	-1,555	-12,640	0,021	0,032	0,038	0,811	-0,056	-0,022	0,266339678
CDC25A__NPR2	-3,276	-2,336	-5,791	0,022	0,032	0,039	0,492	0,087	0,106	0,335485161
MC1R__UCK2	-1,588	-0,763	-2,383	0,019	0,029	0,039	0,432	0,132	0,128	0,349989809
MCAT__SLC16A8	-12,434	-1,458	-13,960	0,041	0,032	0,039	0,411	0,095	0,085	0,35518412
MAPK3__PRKCA	-1,014	-0,440	-1,723	0,024	0,031	0,039	0,440	0,047	0,083	0,348622908
CDK5__MAP3K3	-0,143	-1,218	-1,257	0,019	0,030	0,039	0,427	0,082	0,117	0,351106661
AKT2__CASK	-3,476	-0,481	-3,843	0,020	0,031	0,039	0,304	0,065	0,059	0,377856532
BCKDK__EPHB2	-0,637	-0,976	-1,522	0,017	0,029	0,039	0,425	0,110	0,135	0,351759868
NDUFB1__PARP1	-6,822	-3,299	-9,727	0,036	0,032	0,039	0,571	0,022	0,016	0,318469375
MAP2K5__NR5A1	-0,580	-0,415	-0,921	0,016	0,031	0,039	0,457	0,049	0,127	0,344419531
CDK5__LIG1	-0,143	-2,514	-2,460	0,017	0,030	0,040	0,593	-0,001	0,047	0,313361009
EPHB4__TYK2	-0,079	-1,079	-1,215	0,015	0,029	0,040	0,519	0,164	0,192	0,32974075
KSR1__PRODH	-0,783	-2,250	-3,604	0,020	0,031	0,040	0,811	0,176	0,237	0,266290975
ACVRL1__MC1R	-0,850	-1,588	-2,626	0,016	0,029	0,040	0,491	0,131	0,099	0,335586051
CAMK2B__TK1	-0,060	-1,890	-1,907	0,017	0,030	0,040	0,427	0,059	0,068	0,351088
ALK__CDK2	-0,898	-4,432	-5,134	0,022	0,037	0,041	0,468	0,146	0,170	0,341338642
CDC25A__LIG1	-3,276	-2,514	-5,958	0,025	0,030	0,041	0,539	0,110	0,130	0,325587207
HCRTR1__RELA	-3,307	-0,822	-3,907	0,018	0,030	0,041	0,415	0,176	0,130	0,3539513
MCAT__MMP14	-12,434	-0,159	-12,535	0,106	0,032	0,041	0,606	-0,053	-0,047	0,31143879
MAP2K2__SKP2	-0,367	-3,289	-3,796	0,019	0,030	0,041	0,311	0,169	0,171	0,376429075
ACVRL1__BCAT2	-0,850	-1,032	-2,066	0,021	0,030	0,041	0,327	0,144	0,122	0,373249279
ACVR1__NDUFA4L2	-0,009	-1,573	-1,646	0,019	0,032	0,041	0,985	0,114	0,154	0,232586573
DCK__EDA	-1,100	-2,372	-3,519	0,023	0,030	0,041	0,477	0,181	0,235	0,339236446
ADRBK1__SLC5A5	-0,953	-0,791	-2,021	0,018	0,030	0,041	0,338	0,120	0,073	0,370532457
GPI__PKLR	-3,285	-1,080	-5,212	0,023	0,032	0,042	1,047	0,011	0,030	0,220755845
HMGA1__NPR1	-5,600	-1,211	-6,839	0,022	0,030	0,042	0,497	0,063	0,125	0,334566339
DOT1L__EPHB4	-5,960	-0,079	-6,230	0,023	0,029	0,042	0,483	0,087	0,028	0,337760753
GPI__SSTR4	-3,285	-1,612	-5,548	0,023	0,033	0,042	0,458	-0,012	0,060	0,344031029
CASK__CSF1R	-0,481	-0,238	-0,589	0,018	0,032	0,042	0,558	0,115	0,128	0,321109993
FGFR2__TXN	-0,533	-9,806	-10,363	0,033	0,033	0,042	0,477	0,043	-0,033	0,339239468
ACY1__TPSAB1	-1,630	-2,436	-3,879	0,018	0,029	0,042	0,378	0,103	0,129	0,362780983
FABP4__GRM2	0,022	-0,213	0,141	0,013	0,030	0,042	0,378	0,113	0,110	0,362772548
ALPL__HCK	-0,749	-0,685	-1,236	0,018	0,033	0,042	0,323	0,076	0,089	0,374247473
CAMK2A__SPHK2	-0,737	-0,950	-2,099	0,021	0,032	0,043	0,509	0,091	0,048	0,331939498
BCKDK__BRCA2	-0,637	-3,688	-4,934	0,022	0,030	0,043	0,498	0,108	0,149	0,334312664
PRKAR1A__XPO1	-0,754	-11,396	-11,129	0,066	0,038	0,043	0,313	0,023	0,091	0,376021423
SRC__TST	0,012	-0,442	-0,295	0,019	0,034	0,043	0,814	0,082	0,120	0,26556824
MMP25__PARP1	-0,437	-3,299	-3,668	0,020	0,031	0,043	0,586	0,031	0,100	0,314856155
BRCA2__PTGER1	-3,688	-0,443	-4,219	0,020	0,032	0,043	0,545	0,012	0,070	0,323717705
HMGA1__RPS6KA2	-5,600	-0,478	-6,346	0,017	0,030	0,043	0,421	0,216	0,264	0,352520761
CSNK1G2__PARP1	-1,166	-3,299	-4,383	0,022	0,032	0,044	0,359	0,008	0,010	0,366343584
BCL2L2__MCAT	-1,926	-12,434	-14,294	0,055	0,031	0,044	0,320	0,011	-0,020	0,374808582
CASK__MAP4K1	-0,481	-0,584	-1,020	0,016	0,031	0,045	0,481	0,154	0,168	0,338141893
EPHB2__PRKAA1	-0,976	-0,215	-1,102	0,017	0,030	0,045	0,559	0,080	0,120	0,320772709
DCXR__MAPK12	-1,067	-3,067	-4,039	0,018	0,032	0,045	0,325	0,164	0,165	0,373343994
ACVR1__NR5A1	-0,009	-0,415	0,113	0,016	0,036	0,045	0,864	0,068	0,045	0,254463923
CSF1R__NPEPPS	-0,238	-1,323	-1,443	0,017	0,033	0,045	0,474	-0,067	-0,032	0,340007941
POMC__XPO1	-0,616	-11,396	-12,382	0,058	0,038	0,045	0,423	-0,075	-0,086	0,35220634
CAMK2A__GMPS	-0,737	-9,083	-10,901	0,064	0,033	0,046	0,432	-0,026	0,036	0,350163618
CLK3__EGFR	-0,453	0,272	-0,346	0,012	0,041	0,046	0,307	0,022	0,028	0,377455745
CSF1R__RPS6KA4	-0,238	-1,116	-1,649	0,018	0,035	0,046	0,326	0,100	0,072	0,373292926
LIG1__UMPS	-2,514	-12,605	-15,631	0,091	0,031	0,046	0,427	0,025	0,071	0,351101392
EGFR__FGFR2	0,272	-0,533	-0,262	0,016	0,032	0,046	0,331	0,001	0,035	0,372105148
PDK2__TST	-1,118	-0,442	-1,769	0,018	0,036	0,046	0,567	0,149	0,106	0,319090289
APEX1__TPSAB1	-2,369	-2,436	-4,784	0,024	0,032	0,046	0,592	0,155	0,187	0,313654103
LTC4S__MAP3K3	-1,265	-1,218	-1,952	0,018	0,031	0,046	0,457	0,133	0,118	0,344276565
MAP3K8__MAPKAPK2	-0,015	-0,789	-0,947	0,018	0,030	0,046	0,393	0,109	0,110	0,358894723
OXT__PTGIR	-0,939	0,065	-1,023	0,014	0,030	0,047	0,463	0,015	0,034	0,342811145
CRYBB1__GRM2	-0,615	-0,213	-0,948	0,020	0,033	0,047	0,414	0,105	0,084	0,354035215
NDUFA4__PIK3CA	-5,357	-2,547	-7,960	0,036	0,041	0,047	0,401	-0,019	-0,002	0,356851055
GCK__PIK3CB	0,031	0,064	0,043	0,010	0,036	0,047	0,808	0,073	0,047	0,26710583
NT5M__TSPO	-0,676	-1,526	-2,022	0,018	0,030	0,047	0,570	-0,033	0,034	0,318871334
DDR1__DDR1	-0,649	-0,649	-1,130	0,015	0,033	0,047	0,652	NA	NA	0,301857832
ERBB4__LCK	-0,217	-2,887	-3,074	0,021	0,033	0,047	0,697	0,047	0,020	0,291336576
DCXR__PRSS8	-1,067	-0,778	-2,375	0,026	0,031	0,047	0,302	0,122	0,093	0,378226714
CYP11B2__PFKFB4	-0,595	-0,585	-1,157	0,019	0,033	0,047	0,547	0,056	0,078	0,323229696
EHMT2__MASP2	-0,955	-0,472	-3,061	0,018	0,033	0,047	0,433	0,143	0,120	0,34965215
MMP25__PIK3CA	-0,437	-2,547	-3,111	0,023	0,032	0,048	0,601	-0,059	-0,035	0,31219951
CDK12__MAP3K8	-5,192	-0,015	-5,417	0,026	0,033	0,048	0,309	0,072	0,135	0,376995854
AOC1__CAMK2A	-0,898	-0,737	-1,928	0,019	0,031	0,048	0,426	0,158	0,136	0,351341219
CKM__IGF1R	-1,322	-4,583	-6,624	0,028	0,034	0,048	0,505	0,090	0,042	0,332662848
ADRBK1__DDR1	-0,953	-0,649	-1,695	0,017	0,031	0,048	0,411	0,143	0,189	0,355066187
LIG1__TXN	-2,514	-9,806	-11,964	0,050	0,036	0,048	0,341	0,034	0,020	0,369877806
AKT2__SSTR5	-3,476	-1,555	-5,296	0,024	0,032	0,048	0,367	0,022	0,008	0,365049014
NT5M__PFKFB4	-0,676	-0,585	-1,401	0,017	0,032	0,048	0,483	0,117	0,181	0,337778379
PIK3CB__SKP2	0,064	-3,289	-3,140	0,022	0,033	0,049	0,763	0,180	0,157	0,277302028
GRM2__NPY4R	-0,213	-2,263	-2,542	0,018	0,032	0,049	0,619	0,045	0,024	0,309374962
MAPK12__TAOK2	-3,067	-0,348	-3,594	0,022	0,031	0,049	1,219	0,125	0,169	0,190050293
LTC4S__MAPK12	-1,265	-3,067	-3,586	0,033	0,032	0,049	0,450	0,153	0,189	0,345990283
TST__TXN	-0,442	-9,806	-10,087	0,033	0,041	0,050	0,444	-0,055	-0,016	0,347180753
CKM__ERBB4	-1,322	-0,217	-1,431	0,017	0,032	0,050	0,396	0,171	0,233	0,358152862
GPX1__LTC4S	-1,005	-1,265	-2,233	0,023	0,034	0,050	0,468	0,207	0,154	0,34144399
PRKAB1__PTGIR	-0,227	0,065	-0,167	0,017	0,033	0,050	0,510	0,179	0,161	0,33171428
DOT1L__TPSAB1	-5,960	-2,436	-8,623	0,025	0,031	0,050	0,674	0,026	0,070	0,296906356
ADRBK1__KSR1	-0,953	-0,783	-1,855	0,018	0,031	0,050	0,657	0,045	0,157	0,300806165
ALK__DDR2	-0,898	-0,085	-1,394	0,020	0,032	0,051	0,303	0,124	0,145	0,377917296
DDR2__IL12A	-0,085	-0,186	-0,537	0,024	0,034	0,051	0,768	0,035	0,037	0,2760955
APEX1__PTPRZ1	-2,369	-0,127	-2,344	0,023	0,038	0,051	0,425	0,100	0,091	0,351709879
CAMK2B__PTPRE	-0,060	-0,635	-1,086	0,018	0,032	0,051	0,383	0,064	0,063	0,36143831
ATR__CAMK2G	-10,398	-1,296	-9,656	0,052	0,035	0,051	0,611	0,102	0,080	0,310726246
LIG1__NPY4R	-2,514	-2,263	-4,591	0,023	0,033	0,051	0,458	-0,006	0,012	0,344100401
ILK__PTGER1	-0,704	-0,443	-1,368	0,019	0,033	0,051	0,484	-0,078	-0,047	0,337638325
EGFR__HMGA1	0,272	-5,600	-5,346	0,023	0,033	0,051	0,456	-0,009	0,005	0,344428526
MAP2K5__OXT	-0,580	-0,939	-1,596	0,017	0,032	0,052	0,538	0,079	0,110	0,325671776
KCNQ4__NPR1	-1,655	-1,211	-2,955	0,017	0,031	0,052	0,484	0,109	0,097	0,337570991
GHSR__SSTR4	-0,283	-1,612	-2,292	0,030	0,034	0,052	0,325	0,136	0,160	0,37335792
AGPAT1__SLC16A8	-2,019	-1,458	-3,756	0,016	0,035	0,052	0,400	0,102	0,077	0,356883447
ALPL__CNTFR	-0,749	-2,203	-3,037	0,023	0,036	0,052	0,343	0,079	0,059	0,369653803
CLK3__KSR1	-0,453	-0,783	-1,549	0,019	0,038	0,052	0,409	0,102	0,135	0,35550961
EGFR__RET	0,272	0,245	0,491	0,018	0,035	0,052	0,484	0,192	0,224	0,337584693
LIG1__PPP1CC	-2,514	-1,344	-3,747	0,017	0,034	0,052	0,330	0,062	0,058	0,372301126
MCAT__PIM2	-12,434	-2,275	-14,298	0,057	0,036	0,053	0,456	-0,046	0,008	0,344568166
BCAT2__CKM	-1,032	-1,322	-2,437	0,022	0,033	0,053	0,501	0,099	0,102	0,333506621
CSF3R__ILK	-2,260	-0,704	-2,944	0,020	0,033	0,053	0,446	0,161	0,154	0,34686351
BRD2__FABP4	-2,558	0,022	-2,430	0,016	0,033	0,053	0,337	0,092	0,131	0,370777521
MST1R__NDUFA4L2	-0,732	-1,573	-2,291	0,022	0,033	0,053	0,435	0,079	0,056	0,349654887
CSF1R__PKLR	-0,238	-1,080	-1,458	0,019	0,034	0,053	0,361	-0,003	0,030	0,36608447
RPS6KA4__SLC16A8	-1,116	-1,458	-2,907	0,029	0,039	0,053	0,555	0,146	0,132	0,321729298
AOC3__APEX1	-1,567	-2,369	-4,346	0,024	0,034	0,054	0,547	0,140	0,115	0,323225963
BRCA2__MAP4K1	-3,688	-0,584	-4,536	0,022	0,032	0,054	0,357	0,148	0,183	0,366811511
CAMK2A__SSTR5	-0,737	-1,555	-2,177	0,023	0,033	0,054	0,833	0,106	0,157	0,261217281
PARP1__PTGIR	-3,299	0,065	-3,032	0,019	0,034	0,054	0,449	0,056	0,083	0,346273551
AKT1__DAPK3	-1,614	-0,316	-2,126	0,022	0,034	0,054	0,314	0,010	-0,041	0,376037503
CA9__MAP3K3	-2,644	-1,218	-3,510	0,018	0,034	0,054	0,345	0,088	0,031	0,369414949
BIRC5__NDUFB1	-9,867	-6,822	-16,476	0,099	0,041	0,054	0,331	0,050	0,036	0,37219633
NPR1__SSTR4	-1,211	-1,612	-3,096	0,019	0,034	0,054	0,305	0,116	0,080	0,377810036
CSF3R__NAMPT	-2,260	-16,018	-18,189	0,083	0,032	0,055	0,419	0,068	0,052	0,353127928
AXL__DBH	-0,979	-1,058	-1,947	0,018	0,035	0,055	0,466	0,083	0,082	0,342085992
CHD1__NAMPT	-1,547	-16,018	-17,836	0,083	0,033	0,056	0,542	-0,023	-0,032	0,324338616
DCK__KSR1	-1,100	-0,783	-1,812	0,021	0,033	0,056	0,405	0,137	0,157	0,356200573
AANAT__EPHA2	-1,408	-0,696	-2,131	0,020	0,035	0,056	0,479	0,187	0,242	0,338811919
FABP4__MCAT	0,022	-12,434	-11,839	0,058	0,036	0,056	0,309	0,015	0,023	0,376992851
ERBB3__UMPS	-1,385	-12,605	-13,641	0,002	0,034	0,056	0,379	0,001	0,014	0,362579445
ACY1__EHMT2	-1,630	-0,955	-4,236	0,016	0,034	0,056	0,406	0,030	0,075	0,355988002
CAMK2A__DDR2	-0,737	-0,085	-1,743	0,017	0,036	0,056	0,821	0,014	0,016	0,263648422
PFKFB1__PIM1	-0,008	-3,019	-3,064	0,020	0,034	0,056	0,707	-0,025	0,018	0,289499301
PRKCA__PRSS8	-0,440	-0,778	-0,964	0,019	0,034	0,056	0,426	0,039	0,051	0,351269464
DAPK3__MAPK3	-0,316	-1,014	-1,339	0,018	0,035	0,056	0,423	0,068	0,087	0,352178312
BCAT2__HCK	-1,032	-0,685	-1,997	0,026	0,037	0,056	0,339	0,077	0,072	0,370374961
DCK__PIK3C2B	-1,100	-0,665	-1,544	0,021	0,037	0,057	0,404	0,137	0,170	0,356266428
RPS6KA2__TXN	-0,478	-9,806	-10,296	0,040	0,039	0,057	0,540	0,219	0,180	0,325132386
DNMT1__XPO1	-3,434	-11,396	-14,404	0,068	0,052	0,057	0,304	0,008	-0,002	0,377875698
ATR__PIK3CA	-10,398	-2,547	-13,638	0,103	0,038	0,057	0,367	-0,043	-0,027	0,364958957
MAP3K8__PRKCA	-0,015	-0,440	-0,748	0,019	0,036	0,057	0,386	0,123	0,141	0,3606545
PKLR__PLOD1	-1,080	-1,793	-3,423	0,019	0,034	0,057	0,434	0,058	0,092	0,349701037
CNTFR__PIK3R2	-2,203	-1,287	-3,630	0,023	0,039	0,058	0,415	0,054	0,038	0,353826185
EPHB4__EPHB4	-0,079	-0,079	0,086	0,019	0,036	0,058	0,716	NA	NA	0,28743615
ERBB3__PTPRE	-1,385	-0,635	-2,161	0,025	0,034	0,058	0,538	0,099	0,117	0,325677892
ALK__CDC25B	-0,898	-1,748	-4,788	0,022	0,033	0,058	0,706	0,182	0,163	0,289560176
NPR1__P2RY6	-1,211	-0,760	-2,135	0,019	0,032	0,058	0,345	0,160	0,183	0,369423251
HMGCR__KCNQ4	-4,338	-1,655	-5,935	0,024	0,034	0,059	0,513	0,177	0,129	0,331092883
ALAD__XPO1	-4,894	-11,396	-16,438	0,035	0,039	0,059	0,379	0,088	0,093	0,362572881
MAP3K4__TSPO	-1,918	-1,526	-3,697	0,016	0,035	0,059	0,611	-0,046	0,027	0,310747476
CSF3R__PLOD1	-2,260	-1,793	-3,958	0,028	0,035	0,059	0,314	0,177	0,202	0,376005682
DOT1L__GRM2	-5,960	-0,213	-6,401	0,028	0,033	0,059	0,534	0,101	0,118	0,326627434
PIK3CG__PRKCA	-1,010	-0,440	-1,543	0,020	0,036	0,059	0,568	0,078	0,116	0,319122489
PKLR__SSTR5	-1,080	-1,555	-2,667	0,021	0,035	0,059	0,348	0,090	0,122	0,368466894
NPR1__PRKCA	-1,211	-0,440	-1,632	0,018	0,034	0,060	0,306	0,035	0,068	0,377673001
CA9__PTPRZ1	-2,644	-0,127	-2,767	0,022	0,039	0,060	0,305	0,112	0,094	0,377850565
GPX1__MMP14	-1,005	-0,159	-1,288	0,021	0,038	0,060	0,317	0,016	0,012	0,375438027
CDK8__MAP3K4	-1,445	-1,918	-3,140	0,025	0,039	0,060	0,437	-0,020	-0,024	0,34933155
FGFR2__PRODH	-0,533	-2,250	-2,570	0,018	0,035	0,060	0,448	-0,057	0,026	0,3465887
CNTFR__UMPS	-2,203	-12,605	-13,603	0,042	0,038	0,060	0,311	-0,130	-0,092	0,376690506
ATM__PTPRZ1	-1,456	-0,127	-1,658	0,020	0,039	0,060	0,497	-0,016	0,039	0,334333554
CYP26A1__MAP3K10	-1,114	-1,090	-2,531	0,022	0,035	0,060	0,513	0,168	0,139	0,331143879
ALK__MAP3K4	-0,898	-1,918	-3,742	0,029	0,035	0,061	0,520	0,211	0,213	0,329421084
MAP3K10__NAMPT	-1,090	-16,018	-17,971	0,085	0,032	0,061	0,617	-0,081	-0,046	0,309721091
CA9__P2RY6	-2,644	-0,760	-3,702	0,021	0,035	0,061	0,355	0,078	0,080	0,367391617
AXL__TAOK2	-0,979	-0,348	-1,583	0,019	0,035	0,061	0,321	0,068	0,095	0,374434391
MAP2K7__UMPS	-0,638	-12,605	-12,219	0,011	0,035	0,061	0,740	0,008	0,002	0,282145888
BIRC5__GCK	-9,867	0,031	-9,186	0,036	0,042	0,061	0,376	0,000	-0,068	0,362965583
CDK2__PLA2G4C	-4,432	-0,026	-4,535	0,037	0,050	0,061	0,426	0,130	0,125	0,351334994
DMPK__GHSR	-1,362	-0,283	-1,592	0,018	0,033	0,061	0,401	0,117	0,071	0,356804357
ALAD__BCKDK	-4,894	-0,637	-5,610	0,022	0,034	0,062	0,351	0,034	0,086	0,367945786
CD22__DBH	-0,503	-1,058	-1,622	0,018	0,037	0,062	0,524	0,100	0,064	0,328778208
AOC3__MAPK3	-1,567	-1,014	-2,530	0,021	0,035	0,062	0,344	0,130	0,061	0,369558308
